source_node	target_node	Source Node Attribute	Target Node Attribute
n411550	Q49AS9	lncRNA	protein
n411556	O00425	lncRNA	protein
n411578	Q9Y6M1	lncRNA	protein
n411597	P35637	lncRNA	protein
n411597	Q15717	lncRNA	protein
n411615	Q15717	lncRNA	protein
n411622	P26599	lncRNA	protein
n411623	P26599	lncRNA	protein
n411666	Q07955	lncRNA	protein
n411678	P26599	lncRNA	protein
n411678	Q07955	lncRNA	protein
n411679	Q07955	lncRNA	protein
n411680	O00425	lncRNA	protein
n411680	Q07955	lncRNA	protein
n411680	Q96PU8	lncRNA	protein
n411680	Q9Y6M1	lncRNA	protein
n411681	P35637	lncRNA	protein
n411681	Q07955	lncRNA	protein
n411694	P35637	lncRNA	protein
n411694	Q86X94	lncRNA	protein
n411719	Q07955	lncRNA	protein
n411720	Q15717	lncRNA	protein
n411720	Q9H9G7	lncRNA	protein
n411720	Q9HCK5	lncRNA	protein
n411720	Q9NZI8	lncRNA	protein
n411720	Q9UKV8	lncRNA	protein
n411720	Q9UL18	lncRNA	protein
n411727	Q07955	lncRNA	protein
n411767	Q05C33	lncRNA	protein
n411792	O09106	lncRNA	protein
n411792	Q7TPM0	lncRNA	protein
n411792	Q80U70	lncRNA	protein
n411792	Q8CHK4	lncRNA	protein
n411875	O09106	lncRNA	protein
n411875	O54864	lncRNA	protein
n411875	P41230	lncRNA	protein
n411875	Q00899	lncRNA	protein
n411875	Q7TPM0	lncRNA	protein
n411875	Q80U70	lncRNA	protein
n411875	Q80Y84	lncRNA	protein
n411875	Q9CQJ4	lncRNA	protein
n411894	P84104	lncRNA	protein
n412024	P84104	lncRNA	protein
n412024	Q8VE97	lncRNA	protein
n412091	P84104	lncRNA	protein
n412262	O54864	lncRNA	protein
n412262	O88974	lncRNA	protein
n412262	P41230	lncRNA	protein
n412447	Q05C33	lncRNA	protein
n412464	O09106	lncRNA	protein
n412464	Q7TPM0	lncRNA	protein
n412464	Q80Y84	lncRNA	protein
n412471	P84104	lncRNA	protein
n412471	Q8VE97	lncRNA	protein
n412699	P84104	lncRNA	protein
n412699	Q8VE97	lncRNA	protein
n412800	P84104	lncRNA	protein
n413245	P84104	lncRNA	protein
n413266	Q8VE97	lncRNA	protein
n413300	Q05C33	lncRNA	protein
n413315	P84104	lncRNA	protein
n413612	P84104	lncRNA	protein
n413674	P84104	lncRNA	protein
n413675	Q2YDW7	lncRNA	protein
n413675	Q7TPM0	lncRNA	protein
n413675	Q80U70	lncRNA	protein
n413798	P84104	lncRNA	protein
n413819	P84104	lncRNA	protein
n413826	P84104	lncRNA	protein
n413826	Q8VE97	lncRNA	protein
n413910	P84104	lncRNA	protein
n413916	O54864	lncRNA	protein
n413916	Q7TPM0	lncRNA	protein
n413916	Q80U70	lncRNA	protein
n413916	Q80Y84	lncRNA	protein
n413916	Q9CQJ4	lncRNA	protein
n414175	Q8CJG0	lncRNA	protein
n414224	Q05C33	lncRNA	protein
n414307	I6L9I7	lncRNA	protein
n414307	O88974	lncRNA	protein
n414307	Q7TPM0	lncRNA	protein
n414307	Q80U70	lncRNA	protein
n414307	Q80Y84	lncRNA	protein
n414307	Q9CQJ4	lncRNA	protein
n414322	P84104	lncRNA	protein
n414343	Q05C33	lncRNA	protein
n414362	P84104	lncRNA	protein
n414453	P84104	lncRNA	protein
n414453	Q8VE97	lncRNA	protein
n414631	P84104	lncRNA	protein
n414643	Q8VE97	lncRNA	protein
n415131	Q05C33	lncRNA	protein
n415202	Q4VA08	lncRNA	protein
n415254	Q8CJG0	lncRNA	protein
n415292	P84104	lncRNA	protein
n415308	Q05C33	lncRNA	protein
n415394	P84104	lncRNA	protein
n415449	I6L9I7	lncRNA	protein
n415905	P84104	lncRNA	protein
n415905	Q8VE97	lncRNA	protein
n415906	P84104	lncRNA	protein
n415922	Q4VA08	lncRNA	protein
n416064	O54864	lncRNA	protein
n416064	O88974	lncRNA	protein
n416064	P41230	lncRNA	protein
n416064	Q7TPM0	lncRNA	protein
n416064	Q80U70	lncRNA	protein
n416250	P84104	lncRNA	protein
n416644	P84104	lncRNA	protein
n416647	Q05C33	lncRNA	protein
n416648	O88974	lncRNA	protein
n416648	P41230	lncRNA	protein
n416648	P84104	lncRNA	protein
n416648	Q2YDW7	lncRNA	protein
n416648	Q80U70	lncRNA	protein
n416648	Q80Y84	lncRNA	protein
n416648	Q9CQJ4	lncRNA	protein
n416661	O88974	lncRNA	protein
n416661	Q80U70	lncRNA	protein
n416661	Q80Y84	lncRNA	protein
n416661	Q9CQJ4	lncRNA	protein
n416847	Q05C33	lncRNA	protein
n417328	Q05C33	lncRNA	protein
n417339	I6L9I7	lncRNA	protein
n417339	Q7TPM0	lncRNA	protein
n417339	Q80Y84	lncRNA	protein
n417348	Q05C33	lncRNA	protein
n417452	P84104	lncRNA	protein
n417510	Q05C33	lncRNA	protein
n417571	O88974	lncRNA	protein
n417571	P41230	lncRNA	protein
n417571	Q7TPM0	lncRNA	protein
n417571	Q80U70	lncRNA	protein
n417799	P84104	lncRNA	protein
n417799	Q8VE97	lncRNA	protein
n417921	Q9D600	lncRNA	protein
n418823	Q7TPM0	lncRNA	protein
n418823	Q80U70	lncRNA	protein
n418823	Q80Y84	lncRNA	protein
n418823	Q9CQJ4	lncRNA	protein
n418868	P84104	lncRNA	protein
n419134	P84104	lncRNA	protein
n419134	Q8VE97	lncRNA	protein
n419155	Q4VA08	lncRNA	protein
n419550	Q61188	lncRNA	protein
n420347	Q05C33	lncRNA	protein
n420410	Q4VA08	lncRNA	protein
n420520	Q05C33	lncRNA	protein
n420520	Q4VA08	lncRNA	protein
n420521	Q8VE97	lncRNA	protein
n420680	P84104	lncRNA	protein
n420689	P84104	lncRNA	protein
n420858	P84104	lncRNA	protein
n421245	Q61188	lncRNA	protein
n421688	P84104	lncRNA	protein
n421688	Q8VE97	lncRNA	protein
n422222	P84104	lncRNA	protein
n422815	P84104	lncRNA	protein
n422824	P84104	lncRNA	protein
n422893	P84104	lncRNA	protein
n422893	Q8CJG0	lncRNA	protein
n422893	Q8VE97	lncRNA	protein
n422894	P84104	lncRNA	protein
n422894	Q8CJG0	lncRNA	protein
n422896	O88569	lncRNA	protein
n422896	Q99020	lncRNA	protein
n422898	Q8CJG0	lncRNA	protein
n422922	P84104	lncRNA	protein
n422922	Q8VE97	lncRNA	protein
n422923	P84104	lncRNA	protein
n422924	P84104	lncRNA	protein
n422924	Q8VE97	lncRNA	protein
n422979	Q05C33	lncRNA	protein
n422981	P84104	lncRNA	protein
n422981	Q8VE97	lncRNA	protein
n423074	P84104	lncRNA	protein
n423077	P84104	lncRNA	protein
n423086	P84104	lncRNA	protein
n423086	Q8VE97	lncRNA	protein
n423095	P84104	lncRNA	protein
n423126	Q05C33	lncRNA	protein
n423277	P84104	lncRNA	protein
n423338	P84104	lncRNA	protein
n423338	Q8VE97	lncRNA	protein
n423450	Q8VE97	lncRNA	protein
n423451	P84104	lncRNA	protein
n423538	P84104	lncRNA	protein
n423775	P84104	lncRNA	protein
n423775	Q8VE97	lncRNA	protein
n423837	Q91Z31	lncRNA	protein
n423862	P84104	lncRNA	protein
n423898	P84104	lncRNA	protein
n424058	I6L9I7	lncRNA	protein
n424058	O54864	lncRNA	protein
n424061	O88974	lncRNA	protein
n424061	P41230	lncRNA	protein
n4292	B1IVL4	lncRNA	protein
n4292	P0A6H1	lncRNA	protein
n4292	P0AFZ3	lncRNA	protein
n4292	P0AG67	lncRNA	protein
n4292	P0C077	lncRNA	protein
n4292	P0C0V0	lncRNA	protein
n4292	P0CE47	lncRNA	protein
n4292	P0CE48	lncRNA	protein
n4292	P21499	lncRNA	protein
n4292	P23865	lncRNA	protein
n4292	P42184	lncRNA	protein
n4292	P77398	lncRNA	protein
n4326	P0A7Y8	lncRNA	protein
n432	P0A6M8	lncRNA	protein
n432	P0AGD7	lncRNA	protein
n432	P10121	lncRNA	protein
n433	D3QQ79	lncRNA	protein
n433	P0A6X3	lncRNA	protein
n4341	P84104	lncRNA	protein
n4341	Q8VE97	lncRNA	protein
n434	P0A6X3	lncRNA	protein
n434	P0ACF0	lncRNA	protein
n434	P0ACF4	lncRNA	protein
n434	P10151	lncRNA	protein
n4357	B7UR25	lncRNA	protein
n4357	P02930	lncRNA	protein
n4357	P0A6X3	lncRNA	protein
n4357	P0A6X7	lncRNA	protein
n4357	P0A6Y1	lncRNA	protein
n4357	P0A9E2	lncRNA	protein
n4357	P0AA16	lncRNA	protein
n4357	P0ACF0	lncRNA	protein
n4357	P0ACF4	lncRNA	protein
n4357	P0ACF8	lncRNA	protein
n4357	P0ACG1	lncRNA	protein
n4357	P0ACH5	lncRNA	protein
n4357	Q14F19	lncRNA	protein
n435	B1IVL4	lncRNA	protein
n435	P0A6H1	lncRNA	protein
n435	P0AFZ3	lncRNA	protein
n435	P0AG67	lncRNA	protein
n435	P0C077	lncRNA	protein
n435	P0C0V0	lncRNA	protein
n435	P0CE47	lncRNA	protein
n435	P0CE48	lncRNA	protein
n435	P21499	lncRNA	protein
n435	P23865	lncRNA	protein
n435	P42184	lncRNA	protein
n435	P77398	lncRNA	protein
n4366	P19735	lncRNA	protein
n4366	P20053	lncRNA	protein
n4366	P32581	lncRNA	protein
n4366	P32639	lncRNA	protein
n4366	P33334	lncRNA	protein
n4366	P33399	lncRNA	protein
n4366	P33411	lncRNA	protein
n4366	P36048	lncRNA	protein
n4366	P38203	lncRNA	protein
n4366	P38282	lncRNA	protein
n4366	P39990	lncRNA	protein
n4366	P40018	lncRNA	protein
n4366	P40070	lncRNA	protein
n4366	P40089	lncRNA	protein
n4366	P40204	lncRNA	protein
n4366	P43321	lncRNA	protein
n4366	P47093	lncRNA	protein
n4366	P49704	lncRNA	protein
n4366	P49960	lncRNA	protein
n4366	P53905	lncRNA	protein
n4366	P54999	lncRNA	protein
n4366	P57743	lncRNA	protein
n4366	Q00723	lncRNA	protein
n4366	Q02260	lncRNA	protein
n4366	Q03338	lncRNA	protein
n4366	Q06217	lncRNA	protein
n4366	Q06406	lncRNA	protein
n4366	Q06819	lncRNA	protein
n4366	Q12368	lncRNA	protein
n4366	Q12420	lncRNA	protein
n4367	P19735	lncRNA	protein
n4367	P20053	lncRNA	protein
n4367	P32581	lncRNA	protein
n4367	P32639	lncRNA	protein
n4367	P33334	lncRNA	protein
n4367	P33399	lncRNA	protein
n4367	P33411	lncRNA	protein
n4367	P36048	lncRNA	protein
n4367	P38203	lncRNA	protein
n4367	P38282	lncRNA	protein
n4367	P39990	lncRNA	protein
n4367	P40018	lncRNA	protein
n4367	P40070	lncRNA	protein
n4367	P40089	lncRNA	protein
n4367	P40204	lncRNA	protein
n4367	P43321	lncRNA	protein
n4367	P47093	lncRNA	protein
n4367	P49704	lncRNA	protein
n4367	P49960	lncRNA	protein
n4367	P53905	lncRNA	protein
n4367	P54999	lncRNA	protein
n4367	P57743	lncRNA	protein
n4367	Q00723	lncRNA	protein
n4367	Q02260	lncRNA	protein
n4367	Q03338	lncRNA	protein
n4367	Q06217	lncRNA	protein
n4367	Q06406	lncRNA	protein
n4367	Q06819	lncRNA	protein
n4367	Q12368	lncRNA	protein
n4367	Q12420	lncRNA	protein
n436	M1FYN7	lncRNA	protein
n436	P00579	lncRNA	protein
n436	P0A8T7	lncRNA	protein
n4372	P0A7Y8	lncRNA	protein
n4373	P0A7Y8	lncRNA	protein
n438	P0A6X3	lncRNA	protein
n439	D3QQ79	lncRNA	protein
n439	P0A6X3	lncRNA	protein
n4428	P37108	lncRNA	protein
n4428	P49458	lncRNA	protein
n4429	P37108	lncRNA	protein
n4429	P49458	lncRNA	protein
n4430	P37108	lncRNA	protein
n4430	P49458	lncRNA	protein
n4431	P37108	lncRNA	protein
n4431	P49458	lncRNA	protein
n4432	P37108	lncRNA	protein
n4432	P49458	lncRNA	protein
n4433	P37108	lncRNA	protein
n4433	P49458	lncRNA	protein
n4434	P37108	lncRNA	protein
n4434	P49458	lncRNA	protein
n4435	P37108	lncRNA	protein
n4435	P49458	lncRNA	protein
n4436	P37108	lncRNA	protein
n4436	P49458	lncRNA	protein
n4437	P37108	lncRNA	protein
n4437	P49458	lncRNA	protein
n4438	P37108	lncRNA	protein
n4438	P49458	lncRNA	protein
n4439	P37108	lncRNA	protein
n4439	P49458	lncRNA	protein
n4469	P0A6X3	lncRNA	protein
n4472	Q12499	lncRNA	protein
n4483	Q00416	lncRNA	protein
n4483	Q07807	lncRNA	protein
n4484	Q07807	lncRNA	protein
n4536	Q27274	lncRNA	protein
n4541	P31483	lncRNA	protein
n4541	P35637	lncRNA	protein
n4541	Q01844	lncRNA	protein
n4541	Q13148	lncRNA	protein
n4541	Q15717	lncRNA	protein
n4541	Q49AS9	lncRNA	protein
n4570	M1FYN7	lncRNA	protein
n4570	P00579	lncRNA	protein
n4570	P0A8T7	lncRNA	protein
n4595	P19736	lncRNA	protein
n4595	P21372	lncRNA	protein
n4595	P32524	lncRNA	protein
n4595	P32581	lncRNA	protein
n4595	P33334	lncRNA	protein
n4595	P33399	lncRNA	protein
n4595	P40018	lncRNA	protein
n4595	P40204	lncRNA	protein
n4595	P40565	lncRNA	protein
n4595	P40567	lncRNA	protein
n4595	P43321	lncRNA	protein
n4595	P49955	lncRNA	protein
n4595	P53617	lncRNA	protein
n4595	P53830	lncRNA	protein
n4595	P54999	lncRNA	protein
n4595	Q02260	lncRNA	protein
n4595	Q02554	lncRNA	protein
n4595	Q04693	lncRNA	protein
n4595	Q06217	lncRNA	protein
n4595	Q07350	lncRNA	protein
n4595	Q08963	lncRNA	protein
n4595	Q99181	lncRNA	protein
n4605	P19735	lncRNA	protein
n4605	P20053	lncRNA	protein
n4605	P23394	lncRNA	protein
n4605	P25337	lncRNA	protein
n4605	P32581	lncRNA	protein
n4605	P32639	lncRNA	protein
n4605	P33334	lncRNA	protein
n4605	P33399	lncRNA	protein
n4605	P33411	lncRNA	protein
n4605	P36048	lncRNA	protein
n4605	P38203	lncRNA	protein
n4605	P38282	lncRNA	protein
n4605	P39990	lncRNA	protein
n4605	P40018	lncRNA	protein
n4605	P40070	lncRNA	protein
n4605	P40089	lncRNA	protein
n4605	P40204	lncRNA	protein
n4605	P40968	lncRNA	protein
n4605	P43321	lncRNA	protein
n4605	P47093	lncRNA	protein
n4605	P49704	lncRNA	protein
n4605	P53905	lncRNA	protein
n4605	P54999	lncRNA	protein
n4605	P57743	lncRNA	protein
n4605	Q00723	lncRNA	protein
n4605	Q02260	lncRNA	protein
n4605	Q03338	lncRNA	protein
n4605	Q06217	lncRNA	protein
n4605	Q06406	lncRNA	protein
n4605	Q06819	lncRNA	protein
n4605	Q12368	lncRNA	protein
n4605	Q12420	lncRNA	protein
n4606	P19735	lncRNA	protein
n4606	P20053	lncRNA	protein
n4606	P23394	lncRNA	protein
n4606	P25337	lncRNA	protein
n4606	P32581	lncRNA	protein
n4606	P32639	lncRNA	protein
n4606	P33334	lncRNA	protein
n4606	P33399	lncRNA	protein
n4606	P33411	lncRNA	protein
n4606	P36048	lncRNA	protein
n4606	P38203	lncRNA	protein
n4606	P38282	lncRNA	protein
n4606	P39990	lncRNA	protein
n4606	P40018	lncRNA	protein
n4606	P40070	lncRNA	protein
n4606	P40089	lncRNA	protein
n4606	P40204	lncRNA	protein
n4606	P40968	lncRNA	protein
n4606	P43321	lncRNA	protein
n4606	P47093	lncRNA	protein
n4606	P49704	lncRNA	protein
n4606	P53905	lncRNA	protein
n4606	P54999	lncRNA	protein
n4606	P57743	lncRNA	protein
n4606	Q00723	lncRNA	protein
n4606	Q02260	lncRNA	protein
n4606	Q03338	lncRNA	protein
n4606	Q06217	lncRNA	protein
n4606	Q06406	lncRNA	protein
n4606	Q06819	lncRNA	protein
n4606	Q12368	lncRNA	protein
n4606	Q12420	lncRNA	protein
n4609	P32581	lncRNA	protein
n4609	P32605	lncRNA	protein
n4609	P33203	lncRNA	protein
n4609	P33334	lncRNA	protein
n4609	P39682	lncRNA	protein
n4609	P40018	lncRNA	protein
n4609	P40204	lncRNA	protein
n4609	P43321	lncRNA	protein
n4609	P53207	lncRNA	protein
n4609	P53617	lncRNA	protein
n4609	P54999	lncRNA	protein
n4609	Q00539	lncRNA	protein
n4609	Q00916	lncRNA	protein
n4609	Q02260	lncRNA	protein
n4609	Q03776	lncRNA	protein
n4609	Q03782	lncRNA	protein
n4609	Q05900	lncRNA	protein
n4609	Q06217	lncRNA	protein
n4609	Q07508	lncRNA	protein
n4610	P19735	lncRNA	protein
n4610	P20053	lncRNA	protein
n4610	P32581	lncRNA	protein
n4610	P32639	lncRNA	protein
n4610	P33334	lncRNA	protein
n4610	P33399	lncRNA	protein
n4610	P33411	lncRNA	protein
n4610	P36048	lncRNA	protein
n4610	P38203	lncRNA	protein
n4610	P38282	lncRNA	protein
n4610	P39990	lncRNA	protein
n4610	P40018	lncRNA	protein
n4610	P40070	lncRNA	protein
n4610	P40089	lncRNA	protein
n4610	P40204	lncRNA	protein
n4610	P43321	lncRNA	protein
n4610	P47093	lncRNA	protein
n4610	P49704	lncRNA	protein
n4610	P49960	lncRNA	protein
n4610	P53905	lncRNA	protein
n4610	P54999	lncRNA	protein
n4610	P57743	lncRNA	protein
n4610	Q00723	lncRNA	protein
n4610	Q02260	lncRNA	protein
n4610	Q03338	lncRNA	protein
n4610	Q06217	lncRNA	protein
n4610	Q06406	lncRNA	protein
n4610	Q06819	lncRNA	protein
n4610	Q12368	lncRNA	protein
n4610	Q12420	lncRNA	protein
n4612	P32581	lncRNA	protein
n4612	P32605	lncRNA	protein
n4612	P33203	lncRNA	protein
n4612	P33334	lncRNA	protein
n4612	P39682	lncRNA	protein
n4612	P40018	lncRNA	protein
n4612	P40204	lncRNA	protein
n4612	P43321	lncRNA	protein
n4612	P53207	lncRNA	protein
n4612	P53617	lncRNA	protein
n4612	P54999	lncRNA	protein
n4612	Q00539	lncRNA	protein
n4612	Q00916	lncRNA	protein
n4612	Q02260	lncRNA	protein
n4612	Q03776	lncRNA	protein
n4612	Q03782	lncRNA	protein
n4612	Q05900	lncRNA	protein
n4612	Q06217	lncRNA	protein
n4612	Q07508	lncRNA	protein
n4616	P27048	lncRNA	protein
n4616	P62305	lncRNA	protein
n4616	P62307	lncRNA	protein
n4616	P62315	lncRNA	protein
n4616	P62317	lncRNA	protein
n4616	P62320	lncRNA	protein
n4616	P84104	lncRNA	protein
n4616	Q8CCF0	lncRNA	protein
n4616	Q8VE18	lncRNA	protein
n4616	Q8VE97	lncRNA	protein
n4618	P15646	lncRNA	protein
n4618	P25635	lncRNA	protein
n4618	P32899	lncRNA	protein
n4618	P33750	lncRNA	protein
n4618	P34247	lncRNA	protein
n4618	P38882	lncRNA	protein
n4618	P39990	lncRNA	protein
n4618	P40055	lncRNA	protein
n4618	P42945	lncRNA	protein
n4618	P47083	lncRNA	protein
n4618	P53276	lncRNA	protein
n4618	P53941	lncRNA	protein
n4618	Q02354	lncRNA	protein
n4618	Q02931	lncRNA	protein
n4618	Q04177	lncRNA	protein
n4618	Q04217	lncRNA	protein
n4618	Q04305	lncRNA	protein
n4618	Q04500	lncRNA	protein
n4618	Q05022	lncRNA	protein
n4618	Q05946	lncRNA	protein
n4618	Q06506	lncRNA	protein
n4618	Q06679	lncRNA	protein
n4618	Q08492	lncRNA	protein
n4618	Q12136	lncRNA	protein
n4618	Q12220	lncRNA	protein
n4618	Q12460	lncRNA	protein
n4618	Q12499	lncRNA	protein
n4618	Q99207	lncRNA	protein
n4628	P19735	lncRNA	protein
n4628	P20053	lncRNA	protein
n4628	P32581	lncRNA	protein
n4628	P32639	lncRNA	protein
n4628	P33334	lncRNA	protein
n4628	P33399	lncRNA	protein
n4628	P33411	lncRNA	protein
n4628	P36048	lncRNA	protein
n4628	P38203	lncRNA	protein
n4628	P38282	lncRNA	protein
n4628	P39990	lncRNA	protein
n4628	P40018	lncRNA	protein
n4628	P40070	lncRNA	protein
n4628	P40089	lncRNA	protein
n4628	P40204	lncRNA	protein
n4628	P43321	lncRNA	protein
n4628	P47093	lncRNA	protein
n4628	P49704	lncRNA	protein
n4628	P49960	lncRNA	protein
n4628	P53905	lncRNA	protein
n4628	P54999	lncRNA	protein
n4628	P57743	lncRNA	protein
n4628	Q00723	lncRNA	protein
n4628	Q02260	lncRNA	protein
n4628	Q03338	lncRNA	protein
n4628	Q06217	lncRNA	protein
n4628	Q06406	lncRNA	protein
n4628	Q06819	lncRNA	protein
n4628	Q12368	lncRNA	protein
n4628	Q12420	lncRNA	protein
n4629	Q00416	lncRNA	protein
n4637	P33399	lncRNA	protein
n4637	Q02555	lncRNA	protein
n4637	Q12499	lncRNA	protein
n4672	P13393	lncRNA	protein
n4672	P20424	lncRNA	protein
n4672	P32916	lncRNA	protein
n4672	P33399	lncRNA	protein
n4672	Q07807	lncRNA	protein
n4679	P27048	lncRNA	protein
n4679	P62305	lncRNA	protein
n4679	P62307	lncRNA	protein
n4679	P62315	lncRNA	protein
n4679	P62317	lncRNA	protein
n4679	P62320	lncRNA	protein
n4679	P83877	lncRNA	protein
n4679	P84104	lncRNA	protein
n4679	Q8CCF0	lncRNA	protein
n4679	Q8VE18	lncRNA	protein
n4679	Q8VE97	lncRNA	protein
n4680	P27048	lncRNA	protein
n4680	P62305	lncRNA	protein
n4680	P62307	lncRNA	protein
n4680	P62315	lncRNA	protein
n4680	P62317	lncRNA	protein
n4680	P62320	lncRNA	protein
n4680	P83877	lncRNA	protein
n4680	P84104	lncRNA	protein
n4680	Q8CCF0	lncRNA	protein
n4680	Q8VE18	lncRNA	protein
n4680	Q8VE97	lncRNA	protein
n4681	P27048	lncRNA	protein
n4681	P62305	lncRNA	protein
n4681	P62307	lncRNA	protein
n4681	P62315	lncRNA	protein
n4681	P62317	lncRNA	protein
n4681	P62320	lncRNA	protein
n4681	P83877	lncRNA	protein
n4681	P84104	lncRNA	protein
n4681	Q8CCF0	lncRNA	protein
n4681	Q8VE18	lncRNA	protein
n4681	Q8VE97	lncRNA	protein
n4682	P27048	lncRNA	protein
n4682	P62305	lncRNA	protein
n4682	P62307	lncRNA	protein
n4682	P62315	lncRNA	protein
n4682	P62317	lncRNA	protein
n4682	P62320	lncRNA	protein
n4682	P83877	lncRNA	protein
n4682	P84104	lncRNA	protein
n4682	Q8CCF0	lncRNA	protein
n4682	Q8VE18	lncRNA	protein
n4682	Q8VE97	lncRNA	protein
n4683	P27048	lncRNA	protein
n4683	P62305	lncRNA	protein
n4683	P62307	lncRNA	protein
n4683	P62315	lncRNA	protein
n4683	P62317	lncRNA	protein
n4683	P62320	lncRNA	protein
n4683	P83877	lncRNA	protein
n4683	P84104	lncRNA	protein
n4683	Q8CCF0	lncRNA	protein
n4683	Q8VE18	lncRNA	protein
n4683	Q8VE97	lncRNA	protein
n4684	P27048	lncRNA	protein
n4684	P62305	lncRNA	protein
n4684	P62307	lncRNA	protein
n4684	P62315	lncRNA	protein
n4684	P62317	lncRNA	protein
n4684	P62320	lncRNA	protein
n4684	P83877	lncRNA	protein
n4684	P84104	lncRNA	protein
n4684	Q8CCF0	lncRNA	protein
n4684	Q8VE18	lncRNA	protein
n4684	Q8VE97	lncRNA	protein
n4722	P84104	lncRNA	protein
n4722	Q8CJG0	lncRNA	protein
n4722	Q8VE97	lncRNA	protein
n4827	P32581	lncRNA	protein
n4827	P32605	lncRNA	protein
n4827	P33203	lncRNA	protein
n4827	P33334	lncRNA	protein
n4827	P39682	lncRNA	protein
n4827	P40018	lncRNA	protein
n4827	P40204	lncRNA	protein
n4827	P43321	lncRNA	protein
n4827	P53207	lncRNA	protein
n4827	P53617	lncRNA	protein
n4827	P54999	lncRNA	protein
n4827	Q00539	lncRNA	protein
n4827	Q00916	lncRNA	protein
n4827	Q02260	lncRNA	protein
n4827	Q03776	lncRNA	protein
n4827	Q03782	lncRNA	protein
n4827	Q05900	lncRNA	protein
n4827	Q06217	lncRNA	protein
n4827	Q07508	lncRNA	protein
n4828	B1IVL4	lncRNA	protein
n4828	P0A6H1	lncRNA	protein
n4828	P0AFZ3	lncRNA	protein
n4828	P0AG67	lncRNA	protein
n4828	P0C077	lncRNA	protein
n4828	P0C0V0	lncRNA	protein
n4828	P0CE47	lncRNA	protein
n4828	P0CE48	lncRNA	protein
n4828	P21499	lncRNA	protein
n4828	P23865	lncRNA	protein
n4828	P42184	lncRNA	protein
n4828	P77398	lncRNA	protein
n4864	P26599	lncRNA	protein
n4864	P31483	lncRNA	protein
n4864	Q13148	lncRNA	protein
n4864	Q49AS9	lncRNA	protein
n4870	Q12499	lncRNA	protein
n4871	P17214	lncRNA	protein
n4871	P32807	lncRNA	protein
n4871	P38996	lncRNA	protein
n4871	P53617	lncRNA	protein
n4871	Q03096	lncRNA	protein
n4871	Q04437	lncRNA	protein
n4871	Q07807	lncRNA	protein
n4871	Q0P7C9	lncRNA	protein
n4874	P30620	lncRNA	protein
n4875	Q00416	lncRNA	protein
n4875	Q07807	lncRNA	protein
n4876	P38996	lncRNA	protein
n4876	P41696	lncRNA	protein
n4876	P53617	lncRNA	protein
n4876	Q00416	lncRNA	protein
n4876	Q12499	lncRNA	protein
n4877	Q07807	lncRNA	protein
n4878	P0A6X3	lncRNA	protein
n4878	P0ACF0	lncRNA	protein
n4878	P0ACF4	lncRNA	protein
n4878	P10151	lncRNA	protein
n4879	P02825	lncRNA	protein
n4879	P02828	lncRNA	protein
n4879	P48810	lncRNA	protein
n4879	Q08473	lncRNA	protein
n4879	Q7KA80	lncRNA	protein
n4880	Q07807	lncRNA	protein
n4881	P19735	lncRNA	protein
n4881	P20053	lncRNA	protein
n4881	P32581	lncRNA	protein
n4881	P32639	lncRNA	protein
n4881	P33334	lncRNA	protein
n4881	P33399	lncRNA	protein
n4881	P33411	lncRNA	protein
n4881	P36048	lncRNA	protein
n4881	P38203	lncRNA	protein
n4881	P38282	lncRNA	protein
n4881	P39990	lncRNA	protein
n4881	P40018	lncRNA	protein
n4881	P40070	lncRNA	protein
n4881	P40089	lncRNA	protein
n4881	P40204	lncRNA	protein
n4881	P43321	lncRNA	protein
n4881	P47093	lncRNA	protein
n4881	P49704	lncRNA	protein
n4881	P49960	lncRNA	protein
n4881	P53905	lncRNA	protein
n4881	P54999	lncRNA	protein
n4881	P57743	lncRNA	protein
n4881	Q00723	lncRNA	protein
n4881	Q02260	lncRNA	protein
n4881	Q03338	lncRNA	protein
n4881	Q06217	lncRNA	protein
n4881	Q06406	lncRNA	protein
n4881	Q06819	lncRNA	protein
n4881	Q12368	lncRNA	protein
n4881	Q12420	lncRNA	protein
n4882	P19735	lncRNA	protein
n4882	P20053	lncRNA	protein
n4882	P32581	lncRNA	protein
n4882	P32639	lncRNA	protein
n4882	P33334	lncRNA	protein
n4882	P33399	lncRNA	protein
n4882	P33411	lncRNA	protein
n4882	P36048	lncRNA	protein
n4882	P38203	lncRNA	protein
n4882	P38282	lncRNA	protein
n4882	P39990	lncRNA	protein
n4882	P40018	lncRNA	protein
n4882	P40070	lncRNA	protein
n4882	P40089	lncRNA	protein
n4882	P40204	lncRNA	protein
n4882	P43321	lncRNA	protein
n4882	P47093	lncRNA	protein
n4882	P49704	lncRNA	protein
n4882	P49960	lncRNA	protein
n4882	P53905	lncRNA	protein
n4882	P54999	lncRNA	protein
n4882	P57743	lncRNA	protein
n4882	Q00723	lncRNA	protein
n4882	Q02260	lncRNA	protein
n4882	Q03338	lncRNA	protein
n4882	Q06217	lncRNA	protein
n4882	Q06406	lncRNA	protein
n4882	Q06819	lncRNA	protein
n4882	Q12368	lncRNA	protein
n4882	Q12420	lncRNA	protein
n4883	P13393	lncRNA	protein
n4883	P20424	lncRNA	protein
n4883	P32916	lncRNA	protein
n4883	P33399	lncRNA	protein
n4883	Q07807	lncRNA	protein
n4887	Q07807	lncRNA	protein
